-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
